,G,I,Q,H
940,False,170.45070320717167,630.7848750965844,False
941,True,147.23269843604498,884.1470096862769,False
942,True,223.51303662653027,1165.5077041606169,True
943,False,422.35348980516324,1742.824067438738,True
944,True,245.5540842826802,1202.6755088349885,True
945,True,524.8887064143169,2274.6878313262164,True
946,False,381.65280746952766,1543.9350352266154,True
947,True,243.38872223409072,1235.1812624090885,True
948,False,185.9733107625072,837.1136864766387,False
949,False,271.16338848627413,1079.4957110954024,False
950,False,162.4115175573848,767.6109313774652,False
951,True,217.7181375851693,1023.5000442409467,False
952,False,454.4605738158722,1866.3394352436594,True
953,True,195.0231027565964,964.4972288195851,False
954,False,190.2701971651926,810.7569115247254,False
955,True,234.0760925002036,1142.0565796235778,True
956,False,232.21393157552367,927.5202904755039,False
957,True,254.08830038066435,1260.2366281891793,True
958,False,235.58133377274248,964.264979402415,True
959,False,199.93692976144393,655.0152209195635,False
960,False,253.88975192915603,888.789246499431,False
961,True,255.7597773340366,1314.9567985142698,True
962,False,266.32101026230623,960.1089951208752,False
963,True,216.89006641492466,1112.5328621580857,True
964,False,342.0380689209182,1324.1428316862946,True
965,False,203.0998390662403,865.162682268295,False
966,True,176.08458910684254,914.0555443129163,False
967,True,177.7921759409178,952.8100171784555,False
968,False,245.5007491888341,862.1968746435534,False
969,False,283.69324187508664,1247.8537880820393,True
970,False,196.99280128662417,661.4715987529867,False
971,True,354.571816996602,1626.080983661977,True
972,False,365.28205462683036,1476.948943789742,True
973,True,204.59785057892614,1140.7982401153886,False
974,False,300.32759975246313,1175.9522161215673,True
975,True,299.0593613596401,1437.0815184717155,True
976,False,309.79261410540016,1207.1507409793292,True
977,False,282.1839061404493,1257.6767290624596,True
978,True,204.36025376811824,965.3172954408108,False
979,True,547.025829824048,2527.4986104444156,True
980,True,297.5732535187079,1486.8356892525012,True
981,True,241.88005416138327,1235.620463775498,False
982,True,213.60682251533828,1063.6919976954173,False
983,True,251.00606294018962,1288.7201540864608,True
984,False,244.84510290656212,849.7937068146955,False
985,False,212.72107115475205,898.8358025158135,False
986,True,243.3101797186213,1285.9154122644065,True
987,False,418.1858186148217,1668.7968684436946,True
988,False,393.36002816758196,1528.960774072738,True
989,True,218.9307692207309,1040.774734634017,False
990,True,339.27613765577394,1662.9170582084043,True
991,False,221.35802923892732,918.0791851214633,False
992,False,385.90633665295024,1445.168256521955,True
993,True,222.70555478024784,1304.4915588984843,True
994,True,188.66013449175975,1035.0665003925956,True
995,False,233.1043563241382,892.9278193532774,False
996,False,226.4266232079264,766.2727198790035,False
997,True,139.34293211935903,850.1365654569622,False
998,True,523.0619971769954,2290.8552261942305,True
999,True,352.39345681790303,1753.7274290113742,True
1000,False,239.0806853372849,1035.4841724992782,False
1001,False,159.5052432635942,626.4154240962154,False
1002,True,226.54534422825617,1169.9316053081964,True
1003,False,303.4500056939146,1148.179047016344,False
1004,False,161.6099627512903,549.9621387471045,False
1005,False,295.18331823688624,1102.9117101772374,False
1006,False,418.25371576412834,1696.9608486338955,True
1007,False,159.1224635627707,698.597457917149,False
1008,True,248.7945763748416,1226.0256450379497,True
1009,False,294.03623861100243,1193.9496711521376,True
1010,False,267.57598855362994,1016.7899850747277,False
1011,False,206.11171897551992,787.7582089019081,False
1012,False,771.9644030952209,3098.063419893859,True
1013,False,280.9332280747163,1122.090428537124,False
1014,True,164.7610345302622,1009.6250901365285,False
1015,True,173.37085516896985,1023.8167119965532,False
1016,False,336.14184028143546,1359.8491362704622,True
1017,False,186.24835897494566,820.6175381422986,False
1018,True,213.1758492779912,1112.5200633064,True
1019,False,368.30023386838536,1465.715927366232,True
1020,False,404.97513519098646,1475.5260417083591,True
1021,False,220.6328981322757,1001.5182534276689,False
1022,True,306.96287919339,1483.4895557299685,True
1023,False,191.2719373990035,778.5000215816053,False
1024,False,231.56005744164622,945.1117888193389,False
1025,False,277.585541825849,1159.1788478091703,True
1026,False,371.6976018481194,1431.7390474723006,True
1027,True,198.22183048050016,1010.2663045886306,True
1028,False,414.8249434877525,1607.6862971696619,True
1029,False,184.8631604349951,781.8710923390125,False
1030,False,261.0774884983955,967.7087694540797,False
1031,False,257.1804387599646,1123.991658130345,True
1032,True,262.92337487120244,1360.7045754628462,True
1033,False,299.5374136977671,1161.4670025517373,True
1034,False,299.8505551800828,1050.401214139916,False
1035,True,169.71616575305498,969.2703094018972,False
1036,False,530.7328345520654,2159.6744893119358,True
1037,False,248.987351868164,964.5588007934059,False
1038,False,369.67268239777883,1420.2463879477984,True
1039,True,185.79091296051644,940.6990039296028,False
1040,True,269.53374900722935,1200.015044202934,True
1041,False,226.44330483447277,958.8508935771804,False
1042,True,199.1301177801296,1052.2155368586273,False
1043,False,182.90193393729817,804.6713353434886,False
1044,True,337.44478683566115,1657.9991219180692,True
1045,True,412.0162837354625,1809.8822976292975,True
1046,True,248.51280666709832,1167.2535855011972,True
1047,True,398.18002059189297,1742.1712617904866,True
1048,False,457.8952486461556,1899.5064166427526,True
1049,True,155.1874162765781,869.2751271751799,False
1050,True,272.8696184349198,1257.7483341746474,True
1051,False,176.61206580324477,666.8739959634909,False
1052,False,227.60603024066546,1050.9568473057136,True
1053,False,248.4802535604885,995.21355624557,False
1054,False,226.84438439528157,928.2127518611064,False
1055,False,510.8670709632136,2075.52892856888,True
1056,True,354.219849273588,1663.2938474876241,True
1057,False,244.20532082245822,866.9909436753508,False
1058,False,181.32437865454446,659.8370775021682,False
1059,True,445.2275403092359,2111.9709825066557,True
1060,False,202.42750544440537,931.8847880065266,False
1061,True,240.7148580598701,1210.388811937623,False
1062,True,254.44901579652463,1283.082895186675,True
1063,True,254.9261736349925,1239.1740014146574,False
1064,False,234.2734024206854,904.4153642464219,True
1065,False,261.2805722572004,1112.192135611998,False
1066,False,332.6770661671005,1442.0827497122734,True
1067,False,151.1892717024117,478.47577559321627,False
1068,True,376.5599550918306,1725.1570412518452,True
1069,False,310.22423800759594,1278.0479394082363,True
1070,False,267.79845932003957,1099.8204893185166,True
1071,False,244.1337140531266,1033.324369132079,True
1072,True,262.3805589480278,1180.3688437458145,True
1073,True,187.4772723203976,896.6866960046619,False
1074,True,288.1515320778087,1452.5349122320556,True
1075,True,178.95722069802738,908.5546880383241,False
1076,True,354.56874207166936,1649.2007063745855,True
1077,False,403.2165248275913,1575.8357291191564,True
1078,False,174.4264364534217,790.0656272611188,False
1079,False,164.61223824267807,682.6076547996172,False
1080,True,303.4436674028968,1449.597790067346,True
1081,False,328.82232079232745,1262.9469391200205,True
1082,False,215.7322734704442,848.0801177649106,False
1083,True,165.71764828095908,834.4734179204997,False
1084,False,145.54908358136237,670.7052310842148,False
1085,True,132.65653351986776,958.0411460967296,False
1086,True,399.16235717465247,1863.406463605358,True
1087,False,293.1491854119388,1224.350105021756,True
1088,True,345.3288286011889,1708.3071082935533,True
1089,True,383.92409825905526,1723.0395233505196,True
1090,True,276.81914986954087,1387.8190411009125,True
1091,True,250.1619016082883,1239.6410804013447,True
1092,True,326.6378640506632,1667.6370090942876,True
1093,False,189.08098076632552,844.529194444473,False
1094,True,282.96067223829687,1322.1527098389022,True
1095,True,284.2036160831181,1381.6265069284198,True
1096,False,209.81789156282878,824.0930722346322,False
1097,True,156.68392665010134,1033.1785009293756,False
1098,False,636.8068381220534,2523.0771664033077,True
1099,True,398.6497583748338,1884.5967702600901,True
1100,True,221.12735011184645,1102.3282119018845,True
1101,True,247.58914622922066,1196.9324219810364,True
1102,True,308.1945727307079,1586.6598666087823,True
1103,False,216.7299008754439,931.7813742867495,False
1104,False,215.9820161272059,894.9967073585111,False
1105,True,232.58363727801026,1170.527692582056,False
1106,True,173.54959901724908,1025.057263262849,False
1107,False,333.74665640330784,1287.5259557585005,True
1108,False,282.00272457416736,1170.5031091666115,True
1109,False,155.0945801782073,709.0989162078283,False
1110,False,260.13133499385077,1076.9481449193784,True
1111,False,323.7272521779375,1281.7758575656228,True
1112,False,238.09006222249764,1001.615805631923,False
1113,False,272.2274571578317,1139.0766333822255,True
1114,True,190.75794540156517,940.1415744482218,False
1115,False,272.00937733701977,1236.2976707535481,True
1116,True,347.88292867412065,1700.547557990981,True
1117,False,264.57053684524226,906.9515882184976,False
1118,True,275.1627520892998,1234.200449108782,True
1119,True,265.8409545961026,1368.308028352621,True
1120,True,229.8395303207244,1129.6648200846178,False
1121,True,250.94177153314712,1371.685474473457,True
1122,True,180.585420955051,982.4860343271939,False
1123,False,192.64582520822677,988.8702462655039,False
1124,False,345.4828098119894,1421.7844633486854,True
1125,False,220.9898837445379,868.3509819016004,False
1126,False,234.14684093219395,910.4669512821631,False
1127,False,202.40485705141623,788.795007309376,False
1128,True,190.18654408617454,843.2000568384905,False
1129,True,224.21895532224949,986.9471189002743,False
1130,True,491.4509276883766,2228.9993303744263,True
1131,True,182.5015637055218,931.0371989834365,False
1132,True,359.81197467732545,1736.2129258826585,True
1133,True,180.4404500999088,953.5045697331342,False
1134,True,323.10867118853497,1400.8651041506414,True
1135,False,228.60698736425545,839.5929516782361,False
1136,True,198.56539936324845,1073.509314584488,True
1137,False,258.7289212096455,1069.632953685267,True
1138,True,243.36513891168377,1251.0102859400529,True
1139,False,260.07258813867026,1021.80824987962,False
1140,True,238.81396337177296,1256.3747730245723,True
1141,True,204.8413634652102,1018.8251292387406,False
1142,False,252.16081085597077,1118.1302296906922,False
1143,False,265.9571325708917,1067.1951523387545,True
1144,False,226.49557629289225,859.5404592414934,False
1145,False,232.673561129497,1055.8937149198007,True
1146,False,299.08962203279486,1122.305553356316,False
1147,True,335.13101656532183,1531.1981810971,True
1148,False,176.8010780269155,719.4878242260575,False
1149,True,385.34307114863475,1828.2399200663374,True
1150,False,191.67333862791685,767.7982962518535,False
1151,False,210.57997975928754,880.8684807979237,False
1152,False,210.6331352599499,954.6377557624941,False
1153,True,204.33654898901122,963.4449452283018,False
1154,False,164.25081415268386,689.7821361353717,False
1155,True,233.59625868350867,1273.1837249938405,True
1156,True,173.60180651265287,872.5272921351643,False
1157,False,212.84119827720718,839.4259473133288,False
1158,True,142.1292464275653,751.6992274074892,False
1159,True,179.6383806277341,975.6530027916684,False
1160,False,195.32543253690153,745.1121415562211,False
1161,True,168.42000123837465,1057.0388271114475,False
1162,True,394.43118640288196,1795.9948023835807,True
1163,True,349.61505722126543,1690.7658225336836,True
1164,True,315.6939319294199,1424.8516859853146,False
1165,False,200.0379468107359,829.5069881251899,False
1166,True,219.70130925112727,977.0987010765559,False
1167,True,297.73550315010436,1366.0387278079174,True
1168,True,168.65024829130707,956.1059733309901,False
1169,False,308.64954327326353,1232.5315239645404,True
1170,False,289.94128721822403,1026.0996232141779,False
1171,True,359.2619961438254,1646.5162675082706,True
1172,True,187.5856969789878,964.8119574604758,False
1173,False,354.2107761248254,1540.4164868160806,True
1174,True,384.44951160757523,1890.545872700598,True
1175,False,151.0537262719305,513.7528690768393,False
1176,True,201.30567084298076,1093.1254755858893,True
1177,True,196.99585302766613,938.9373104750978,False
1178,False,286.7266185926107,1057.3966287001613,True
1179,False,246.45619448193554,1019.6669992434115,False
1180,True,212.97029998843777,1096.7493065552173,True
1181,True,418.9553608194952,1985.7052794991384,True
1182,True,276.73941877398335,1347.197561554055,True
1183,True,274.6389371371753,1423.182346543439,True
1184,False,167.72356545707018,703.3627954360114,False
1185,True,285.30271735832235,1367.1390823840213,True
1186,True,317.44622455581816,1561.7619127982698,True
1187,False,189.21926593584442,793.2362208291717,False
1188,False,217.20772258050576,862.7537093726522,False
1189,False,240.07691563975746,1004.4675126408714,True
1190,False,220.26627472823066,1013.7094798119788,True
1191,False,170.44292162861313,671.3562391796916,False
1192,True,319.59488807144464,1569.9305327065347,True
1193,False,249.31695310802422,1040.4282560881365,True
1194,True,337.28363896139354,1449.7047951616223,True
1195,False,745.5061419249004,2847.766248434651,True
1196,False,208.18295043916117,896.3282457046287,False
1197,True,252.7795677016449,1217.98546144705,True
1198,True,180.34193841849392,859.6954931371916,False
1199,False,221.49849724908998,800.3065474360835,False
1200,False,230.37736908254288,927.4588907346451,False
1201,True,376.5633618230965,1812.4632282640625,True
1202,True,211.15418659655913,1079.868323317349,True
1203,True,231.4146533198539,1199.366076812633,False
1204,True,349.0276178466057,1727.1452492359253,True
1205,True,425.2143339841445,2032.7796594966794,True
1206,True,179.93013054639454,1012.3981322007623,False
1207,False,208.72524257990693,771.6354658132963,False
1208,True,462.49101676504597,2095.2393463311655,True
1209,True,584.3070380262869,2647.531398608672,True
1210,True,364.07698147460763,1605.1368104535077,True
1211,False,242.0585403771293,1002.721185537577,False
1212,False,269.05408835354336,1148.659359850472,True
1213,False,242.87066564286852,976.9607765155731,False
1214,False,186.2942595110386,739.4367490005992,False
1215,True,296.75443422316874,1411.5061836636887,True
1216,False,178.76233792706438,837.1242324767865,False
1217,False,486.8753811822962,1928.1464551747151,True
1218,False,244.86600442989055,996.1556368075964,False
1219,True,256.31260819128954,1154.983942386708,True
1220,False,352.8597085066137,1467.9255286019713,True
1221,True,246.72515914551252,1099.8977837891925,False
1222,True,238.83215745809468,1177.4660700660077,True
1223,True,232.6015811744823,1138.6300150550069,True
1224,True,256.1225134930178,1201.21019456081,True
1225,False,248.42089437882228,912.445187241725,False
1226,False,287.5778759652093,1154.6329044678441,True
1227,False,323.2068128162993,1292.7337385940273,True
1228,True,135.81500301429128,712.7109098149153,False
1229,False,277.7261344601069,1027.0590290852642,False
1230,False,283.26246787330206,1220.7292683071985,True
1231,True,215.14031616564301,1147.5330242613893,True
1232,True,187.03328357430462,938.5851914279526,False
1233,False,219.60532996153427,887.0339084934988,False
1234,False,290.08855784867984,1142.1041155226465,True
1235,False,265.9617376884206,1031.5313104888921,True
1236,False,304.826620649973,1337.526555063679,True
1237,False,241.8749784260255,1041.8448871575238,False
1238,True,352.7387198504654,1704.680908415206,True
1239,True,287.5742457940661,1440.5611996403354,True
1240,True,153.84202779713985,796.8471667804749,False
1241,False,513.5713555134653,1921.0861923141047,True
1242,True,281.59989729076693,1237.3944483069106,True
1243,False,289.946437602292,1073.0532949955677,False
1244,True,322.1407112153795,1666.7692971307827,True
1245,True,264.2555290506664,1310.3207694258838,True
1246,False,254.51476567675365,1024.9489413549927,True
1247,False,243.48086224913754,883.0955562148389,False
1248,False,278.2800023055303,1114.278778721517,False
1249,True,197.03829472778548,1071.6648264978307,False
1250,False,263.6759051178351,1014.7731127370663,False
1251,False,410.7043313273171,1692.0558358651756,True
1252,True,340.58360436076003,1675.3730027303664,True
1253,False,304.7015393771758,1273.460474800031,True
1254,False,123.23559716931666,442.8021114992784,False
1255,False,201.7756499765547,801.1050145129929,False
1256,True,199.28183038976542,1033.2711261993177,False
1257,True,288.5832525196114,1256.7739039617136,True
1258,False,423.9571857666589,1737.2648511581544,True
1259,False,198.2198069498546,845.7789489043778,False
1260,True,230.81192576115535,1241.4087074153485,True
1261,True,260.18249633900814,1258.3204134989362,True
1262,True,256.6133074705441,1240.595158648308,True
1263,True,353.58109922669314,1656.5183183597812,True
1264,False,326.1181045690482,1293.7526588620265,True
1265,False,188.65329742124783,799.8984343369104,False
1266,False,194.84365289011197,813.8640215739808,False
1267,False,235.32953941319596,1015.097370428362,True
1268,False,374.7598258090968,1598.917019798041,True
1269,False,331.4412588212341,1248.9328472716359,True
1270,True,169.62655852448142,880.2455360197253,False
1271,False,183.66145577393672,852.9072581506013,False
1272,False,140.66692806967575,625.6288916640249,False
1273,True,221.86518235028308,1171.3109652229552,True
1274,False,208.94863320595977,734.3302460078718,False
1275,False,137.98329571119018,582.8229988483428,False
1276,False,170.4331460423896,677.938980484589,False
1277,True,374.4611328540557,1642.0369413817107,True
1278,False,302.4951129233087,1121.5720916582939,False
1279,True,242.86804903914162,1219.2113409950325,True
1280,True,230.8695788344071,1277.0936264233626,True
1281,True,250.00267401216172,1192.7323897226813,True
1282,False,323.38770083164707,1165.6893128963416,False
1283,False,336.2622636107069,1354.1190450704264,True
1284,True,258.4452405568768,1220.3120325526036,True
1285,False,194.08706347601287,793.606447405458,False
1286,True,227.34181695832564,1165.070798281901,True
1287,True,178.1803765546324,926.2095431853164,False
1288,True,229.60487970822265,1165.0864986513761,False
1289,True,220.13682822827025,1186.5306298720197,True
1290,True,350.37268109091167,1667.8097348086123,True
1291,False,268.3964088277918,1025.3717458286903,False
1292,True,386.2963917023265,1767.0918157475173,True
1293,False,223.96247985764776,803.1603432191279,False
1294,True,298.21932589561595,1422.6266091350833,True
1295,True,316.5735372289546,1466.4602531539497,True
1296,False,211.7458991095749,976.475329389424,False
1297,True,180.3850731294657,883.0601021358926,False
1298,False,306.0272819296717,1207.030659815765,True
1299,False,224.80088549463107,916.6613542657982,False
1300,False,322.51694548258456,1364.8590367554068,True
1301,False,128.69899929696135,564.5852662544278,False
1302,True,335.39059527719644,1624.4807312497576,True
1303,False,254.6329576289059,1060.7914061745275,False
1304,False,176.02903905628904,815.5690563511362,False
1305,True,199.16992895871368,1051.272892771959,True
1306,True,375.87351686378554,1766.908118365883,True
1307,True,447.27586655130773,2086.4389522444553,True
1308,False,255.93749621431908,989.42009856773,True
1309,False,250.8696840460399,980.6721114131558,False
1310,True,256.5056884014389,1196.2394642615284,True
1311,True,184.89256290139386,985.7994387465353,True
1312,False,245.69975122308065,1032.0825404739282,True
1313,False,309.51772765678265,1206.0351257017935,True
1314,True,144.16127762198434,820.7741935964024,False
1315,False,211.32967304703143,898.5129337623214,False
1316,True,221.06655327509168,1172.2429625867546,True
1317,False,236.5969381485725,885.3099880667883,False
1318,True,255.2030688880514,1326.551297461167,True
1319,False,435.8240665740742,1802.707573931255,True
1320,False,219.24982033692532,943.6300338526898,False
1321,False,252.2083411967717,832.4488584557447,False
1322,False,337.4377836341184,1250.0610061050063,True
1323,True,209.54687075384186,1131.4347277168215,False
1324,False,314.2459023532276,1208.3614162499243,True
1325,True,235.340450060673,1232.4611502712871,True
1326,True,220.09868665301116,1176.8157101893926,True
1327,True,191.4486926440208,1018.2228209810594,False
1328,True,297.5239936710476,1498.0187060470735,True
1329,False,181.70389076155357,777.2704749925173,False
1330,True,178.32242834375654,1024.4881099398635,True
1331,False,230.34307087159854,984.7842394160411,False
1332,False,323.8877259971639,1245.6234644218855,True
1333,False,223.04088496405598,1024.4311571430367,False
1334,True,246.88573963827196,1170.888300801412,False
1335,True,129.0734872479866,825.7154085230999,False
1336,True,334.25643510510025,1609.2312951660604,True
1337,False,365.7034402008057,1425.6949591815699,True
1338,False,176.21759834454295,805.8348873640516,False
1339,False,411.6185423158523,1668.1586169333666,True
1340,False,272.93406770092133,1061.1034844099115,False
1341,False,321.4144405121749,1379.0315271818583,True
1342,False,197.77639817120468,804.9744396102542,False
1343,True,146.24450470383084,790.8988418816971,False
1344,False,237.94971583353365,1002.2925415260464,False
1345,False,276.59149184168245,1043.3073494637963,False
1346,True,465.96186167203587,2111.0115159161455,True
1347,False,357.6303566988869,1387.2201838788487,True
1348,True,222.90156564944797,1117.3842940970892,True
1349,True,294.6136541030688,1310.768449522681,True
1350,False,325.7431128408705,1190.0707406392198,True
1351,False,260.27756199021474,1065.4380136429684,False
1352,True,200.94409234585532,1051.321924462141,False
1353,True,189.77086655779883,859.5145222354212,False
1354,True,186.35885594054952,948.4968502615986,False
1355,False,254.95935415342086,1097.8851826524788,True
1356,False,369.9630105123822,1412.8371187811726,True
1357,False,186.56186118848512,805.9261357413143,False
1358,False,362.78385682951983,1420.8933729570272,True
1359,True,185.5016472477928,968.5123231794083,False
1360,False,660.9441156925607,2576.8898836074804,True
1361,False,234.67978441431404,960.2417496332778,False
1362,True,531.8633908068871,2382.5969290137546,True
1363,False,329.1971852907467,1260.1615754236298,True
1364,True,240.8644502022638,1287.2263317992354,True
1365,True,305.6335523163697,1431.174694742496,True
1366,False,644.8687664198677,2539.1782073395,True
1367,True,201.10202226051166,1106.04127359696,False
1368,True,201.32404979182024,1039.1161606349715,False
1369,False,264.7431969345635,965.9159764750472,False
1370,False,205.19348435236498,779.0958949947351,False
1371,False,307.64448742269536,1238.588543996477,True
1372,True,334.98750377031075,1689.5303605931708,True
1373,True,279.97827076288127,1351.2152155429574,True
1374,True,215.28947048422353,1083.7074891537939,True
1375,True,394.05943852824635,1786.9108521439105,True
1376,True,268.8323579277065,1239.3126839825482,True
1377,True,374.86290287708727,1692.5267339970228,True
1378,False,196.70586816516212,735.0798239736172,False
1379,False,281.42925166538737,1132.6137566462426,True
1380,True,367.81907700211804,1676.628511210502,True
1381,True,300.5047333050048,1371.7185817740158,True
1382,False,251.27536750134823,1040.376958896788,False
1383,False,188.49027191564755,906.1233427094912,False
1384,False,269.4795830911355,1031.8987369189272,False
1385,True,234.70291035227285,1190.3803510030773,True
1386,True,173.32087584403354,1016.8887241268911,True
1387,False,470.780998842794,1866.0348542008107,True
1388,False,174.15331742547136,686.8742717300341,False
1389,False,398.71530191195757,1639.2395468031877,True
1390,True,331.78488116553916,1606.7287431669688,True
1391,True,211.48523949766454,1151.3085983132175,True
1392,False,508.6838201037995,1873.3559003384858,True
1393,False,232.36859712246917,974.0410505847341,False
1394,False,209.94574261300806,847.0890246766869,False
1395,True,239.62454592273127,1263.2130711415807,True
1396,False,309.77659377612616,1181.4890263449545,True
1397,True,205.96968148289181,1052.5183302946843,False
1398,False,304.42670316614726,1251.9567393176367,True
1399,False,233.7847798758815,892.5201935694555,False
1400,False,175.13861776698684,688.5568296651256,False
1401,False,377.735803377174,1501.080905213604,True
1402,False,231.2737134412953,973.7716367290593,False
1403,True,155.26033260243824,919.0357977525338,False
1404,False,260.7881783957842,1042.8877173780395,False
1405,True,341.05392362493836,1578.3934367407899,True
1406,True,201.40832251026848,900.1070810568289,False
1407,False,164.03028665250372,598.8441301084786,False
1408,False,237.47461860118005,990.6398126741726,False
1409,True,341.4582058949405,1649.5175333638813,True
1410,True,176.69273868395356,1089.8457622320525,True
1411,True,151.58010530157077,813.7580753129772,False
1412,False,417.74907543354897,1699.1063468195773,True
1413,True,267.0011456097591,1219.2391205018146,True
1414,True,219.49524273496849,1191.6174022758553,True
1415,True,220.01218561871966,1118.7491539874784,True
1416,False,427.05501225951497,1692.7086411990135,True
1417,False,202.86073440821684,760.4201909327087,False
1418,True,308.08284827848723,1510.1008206076815,True
1419,True,167.36075290459354,975.0280703622252,False
1420,True,227.3041969442995,1109.7250737114439,True
1421,True,250.99460175131168,1124.9219802746443,True
1422,False,210.87510871705751,806.6356701078467,False
1423,False,254.1995780083655,1064.712792970625,False
1424,True,192.43491566883833,902.0432396333583,False
1425,False,180.29362835861758,650.6478174884053,False
1426,True,217.4803100226169,1031.3856686892925,False
1427,False,386.09776114685025,1523.3083236017765,True
1428,True,380.243467253113,1739.8468463289375,True
1429,True,232.1580548291028,1199.072851576883,False
1430,False,259.96417383436363,981.6342056390445,False
1431,False,258.4638456163826,1100.7389240602565,False
1432,True,340.58476693424075,1640.6459101117614,True
1433,False,300.77874584356846,1228.7541132456272,True
1434,False,347.6257335719149,1468.9415394911746,True
1435,True,311.47558770462365,1531.9533415266562,True
1436,False,198.98598224720328,786.2466130823842,False
1437,True,314.60111154580636,1490.7862252707394,True
1438,False,202.08786955413285,723.6127103511307,False
1439,True,253.68329839960785,1226.5419388460243,True
1440,False,310.90700957543356,1184.0025045673788,True
1441,True,208.92444773550355,1081.4982552656231,True
1442,True,353.9566455476824,1694.7249548608443,True
1443,True,93.59515479002255,717.7712594893691,False
1444,False,239.67200818099775,893.308438124994,False
1445,True,171.2753812487037,958.4801936145371,False
1446,True,215.9750410940453,1101.7416111879625,False
1447,True,455.1726122315423,2124.409590289055,True
1448,True,370.7371046845976,1611.4398029067984,True
1449,True,323.34975574704345,1415.6856354339757,True
1450,True,272.6237660569848,1326.7969494922377,False
1451,True,388.089567729784,1773.654355429977,True
1452,False,162.85566827334947,823.2325827982625,False
1453,True,474.825223293357,1997.9780834260723,True
1454,False,393.3988237615823,1634.3630606496888,True
1455,False,344.6551089638741,1422.1865570931272,True
1456,False,316.5968395489515,1209.6644351110608,True
1457,True,190.47183576431206,1039.5065125190968,False
1458,False,382.69023355275476,1647.9661510711296,True
1459,False,405.4602151876509,1586.1256759237922,True
1460,False,147.57143094269304,625.9747534081097,False
1461,True,176.424238368946,1021.4162373759901,False
1462,True,384.4004750515085,1714.0332235572625,True
1463,True,241.36539033413436,1162.6602856293748,True
1464,False,376.3067399319429,1597.476812333818,True
1465,False,279.6110443503514,1110.5514633303233,True
1466,False,296.3125701534188,1179.318754967366,False
1467,False,219.7252290931826,917.3627972570988,False
1468,False,138.00802845439463,474.20732515511014,False
1469,True,190.78602762636984,1064.672488567853,False
1470,False,374.5613013652182,1460.6665664254783,True
1471,False,245.59747230312826,965.2712840723448,False
1472,False,178.39289612152487,782.2955139134626,False
1473,True,281.2789002468262,1380.99365744973,True
1474,False,411.72216423550344,1534.0497539501316,True
1475,True,236.9519875919091,1250.6426297589069,True
1476,True,286.838255487842,1329.390377374775,True
1477,True,181.31286994384806,885.4355789313114,True
1478,True,463.9021677576004,2144.531321373424,True
1479,False,307.48870806474156,1244.6809875663732,True
1480,True,192.2719760849223,1005.3261706421717,False
1481,True,235.36450029501913,1161.2220891491804,True
1482,True,281.99949378835896,1473.3713937693083,True
1483,True,290.1155959279812,1325.701489027043,True
1484,True,389.5329119481688,1829.644251658195,True
1485,True,330.10576732638424,1488.9166101691083,True
1486,True,353.33653853263075,1688.921343775619,True
1487,False,394.5483028227338,1615.3545536951367,True
1488,True,308.7504888419334,1476.0760383322975,True
1489,False,154.21641566524391,701.707424380754,False
1490,False,249.87942645964455,1186.8941226685174,False
1491,True,218.4285942226514,1106.8640782263,True
1492,True,324.2981011900962,1598.010670790108,True
1493,True,312.3745080664641,1545.3928989659598,True
1494,True,277.74300816171495,1359.3663055050683,True
1495,False,188.3640184039874,712.9882212065754,False
1496,False,408.0692993204172,1527.6649782774182,True
1497,True,184.05299011532924,1070.3730351857673,True
1498,True,221.14684123425872,1229.7346578092317,True
1499,True,237.0046500907082,1251.4493134700274,True
1500,True,155.860006331612,893.0185696909061,False
1501,True,150.06966553336875,987.1418078206635,False
1502,False,424.79270273954205,1706.724758929627,True
1503,True,223.04990079859581,1135.388677164505,False
1504,False,181.27267995575522,676.8659755548983,False
1505,False,246.40630298705477,1018.645196933104,False
1506,True,261.338748470257,1336.1808172303922,True
1507,False,239.5197411480873,967.7826811080595,False
1508,True,298.6374616801284,1497.845215080895,True
1509,False,196.1237060348169,611.9030500355359,False
1510,True,299.92022109097485,1503.8654838530515,True
1511,False,416.5023941470569,1636.311115356976,True
1512,True,413.73256577827374,1749.2528920868904,True
1513,True,256.0753871222431,1208.4306671118732,True
1514,True,228.9884269668379,1248.8693214346629,True
1515,True,364.84135162410337,1746.0648997993333,True
1516,False,193.42095900284792,771.9487907859756,False
1517,False,234.98249095533052,846.6577515330636,False
1518,True,185.16759879677076,947.4882381737873,False
1519,True,305.63127950912485,1365.6989569323903,True
1520,True,185.15165129837226,1001.4262435234102,False
1521,False,201.98362378011842,844.1020953636233,False
1522,False,303.5296865788711,1230.6408778967623,True
1523,True,383.6269884243129,1742.9533021108616,True
1524,True,189.57068417445106,1045.8203566535326,False
1525,False,319.3781956357793,1172.5496862815053,True
1526,False,203.55623145376,782.4846948158091,False
1527,False,258.76307342175994,1027.5393395484261,False
1528,True,378.8922677526724,1797.7599921057551,True
1529,True,265.9643603634514,1270.778090227356,True
1530,True,257.1673060846061,1276.496595677633,True
1531,False,246.3880728331227,895.2481999021697,False
1532,True,298.5072665614763,1448.192480509606,True
1533,True,233.9139556818289,1297.8146606735677,True
1534,False,185.72980058708106,742.3289912630961,False
1535,True,228.53989800179443,1090.5717211948675,True
1536,True,270.2580570074076,1311.1384319627457,True
1537,False,387.4753821375077,1380.7363672897998,True
